contributor_id,recipe_id,created
218828,395888,2009-10-21
257225,253207,2007-09-15
218828,397504,2009-11-02
218828,442413,2010-11-19
453724,219233,2007-03-27
144205,123716,2005-05-26
213139,240415,2007-07-14
1802984028,518146,2014-08-25
487548,224469,2007-04-24
1802981931,517683,2014-08-04
151770,255898,2007-09-27
26278,26283,2002-04-24
311003,266898,2007-11-20
202992,220913,2007-04-05
311003,177369,2006-07-13
177443,115776,2005-04-07
486648,310502,2008-06-24
53959,140174,2005-10-05
1803066228,518176,2014-08-25
10951,60129,2003-04-18
672858,269418,2007-12-03
443633,281359,2008-01-24
209255,170017,2006-05-26
1745502,505777,2013-08-12
135887,340429,2008-12-01
1535,3748,1999-10-30
599450,446600,2011-01-16
172410,150671,2006-01-08
2651564,518068,2014-08-21
2195976,517702,2014-08-06
1844337,473672,2012-02-06
2200921,518151,2014-08-25
2198132,518145,2014-08-25
126032,135906,2005-09-02
204024,481109,2012-06-17
17803,24819,2002-04-09
472052,245851,2007-08-11
1802585047,517764,2014-08-08
2204329,518143,2014-08-25
386585,438099,2010-09-23
1803019111,518234,2014-08-25
86924,110919,2005-02-11
1910675,464610,2011-09-20
15609,12650,2001-10-12
112080,388761,2009-09-04
1431918,398291,2009-11-07
1431918,397287,2009-11-01
10557692,518192,2014-08-25
1803071742,518230,2014-08-25
1802810335,517863,2014-08-12
502988,415719,2010-03-08
52074,65810,2003-06-30
397624,213132,2007-02-22
397624,213133,2007-02-22
121553,96178,2004-07-22
328931,194302,2006-11-06
195037,158223,2006-03-01
1533,50259,2003-01-07
101275,86674,2004-03-16
6357,70134,2003-09-02
527607,371110,2009-05-09
1020526,463168,2011-08-27
134624,89706,2004-04-22
27395,30566,2002-06-08
531155,262916,2007-11-01
1695200,477379,2012-04-04
1695200,442133,2010-11-16
1695200,452907,2011-04-04
1695200,476852,2012-03-26
1695200,476849,2012-03-26
1695200,438754,2010-10-04
58104,174129,2006-06-20
1684045,438486,2010-10-01
37449,437153,2010-09-12
907242,385599,2009-08-17
21694,14001,2001-11-08
397624,212988,2007-02-22
397624,212986,2007-02-22
610488,329553,2008-10-07
397624,212994,2007-02-22
353659,295542,2008-03-31
13063,16019,2001-12-19
187426,111353,2005-02-17
437294,420083,2010-04-12
437294,335920,2008-11-08
632249,374517,2009-05-26
1085428,354492,2009-02-07
17608,90935,2004-05-10
165623,201876,2006-12-25
165623,205552,2007-01-15
165623,206557,2007-01-21
165623,201888,2006-12-25
333017,366306,2009-04-16
539686,293360,2008-03-21
209226,117829,2005-04-18
165623,201921,2006-12-26
1534,118,1999-09-15
165623,265817,2007-11-15
165623,201890,2006-12-25
1394274,401849,2009-11-30
333017,217059,2007-03-15
66549,249847,2007-08-30
210357,122072,2005-05-15
417511,442142,2010-11-16
678862,299417,2008-04-18
296027,213996,2007-02-26
82616,296347,2008-04-03
58104,407577,2010-01-10
640173,390307,2009-09-14
736339,281740,2008-01-25
2657836,494443,2013-01-30
610488,486754,2012-09-12
930100,429869,2010-06-15
23302,19509,2002-02-12
74692,56202,2003-03-11
206722,134233,2005-08-22
22174,498402,2013-04-02
131674,413505,2010-02-18
6258,29835,2002-05-30
222139,169348,2006-05-24
1483323,403814,2009-12-15
473343,463680,2011-09-06
4470,15487,2001-12-08
465056,459761,2011-06-30
51011,75779,2003-11-06
303700,366310,2009-04-16
52448,155405,2006-02-10
20480,195526,2006-11-14
118553,80083,2004-01-02
1533,19618,2002-02-13
221734,193998,2006-11-05
107135,151017,2006-01-09
223651,132698,2005-08-08
58619,44347,2002-10-27
374909,276697,2008-01-07
428665,347655,2009-01-07
721518,277865,2008-01-09
260093,190724,2006-10-14
43642,169350,2006-05-24
278516,251276,2007-09-05
57695,169648,2006-05-25
457690,240397,2007-07-14
17803,184628,2006-09-04
17803,183578,2006-08-28
219318,225076,2007-04-27
327115,261358,2007-10-25
383346,251020,2007-09-04
407338,263019,2007-11-02
995362,344328,2008-12-19
396612,324404,2008-09-10
772226,292093,2008-03-15
37779,28768,2002-05-18
37636,343567,2008-12-14
485041,276576,2008-01-05
94790,67478,2003-07-25
143318,243425,2007-07-30
2714142,496542,2013-03-04
383346,243155,2007-07-29
168158,114061,2005-03-23
28177,383260,2009-07-29
6357,45120,2002-11-01
168069,105234,2004-12-02
281945,150807,2006-01-08
950938,433529,2010-07-27
16334,16975,2002-01-08
28671,24513,2002-04-08
126104,90691,2004-05-05
2549237,502451,2013-06-27
353131,268602,2007-11-28
297076,186762,2006-09-18
830055,303749,2008-05-15
2875163,502254,2013-06-24
20754,14429,2001-11-17
418071,281792,2008-01-26
43505,60141,2003-04-18
45654,32139,2002-06-25
131042,100081,2004-09-17
1165203,356359,2009-02-17
206101,145772,2005-11-20
1783373,489497,2012-10-29
32315,23378,2002-03-28
217615,225683,2007-05-01
2549237,502868,2013-07-02
253002,142779,2005-10-26
21752,63706,2003-06-05
762195,300049,2008-04-22
583780,252194,2007-09-11
383346,315660,2008-07-24
226863,414782,2010-02-26
20371,33387,2002-07-07
1054594,468084,2011-11-13
24386,239933,2007-07-11
18390,140867,2005-10-10
242729,325920,2008-09-19
208838,123602,2005-05-25
37305,55021,2003-02-27
538011,256690,2007-10-02
153188,120068,2005-04-30
452940,256190,2007-09-29
190230,135725,2005-08-31
452940,244193,2007-08-02
452940,281409,2008-01-24
326084,226152,2007-05-03
452940,226115,2007-05-03
163986,438249,2010-09-27
116740,79312,2003-12-18
16459,14873,2001-11-26
20754,14434,2001-11-17
191990,153109,2006-01-23
551517,244844,2007-08-06
353579,235066,2007-06-15
323731,366021,2009-04-15
64642,150723,2006-01-08
64642,112480,2005-03-02
64642,161254,2006-03-23
322548,183563,2006-08-28
804550,374443,2009-05-26
804550,377658,2009-06-18
804550,329139,2008-10-06
804550,334698,2008-11-03
804550,377811,2009-06-18
804550,392308,2009-09-28
804550,334981,2008-11-03
804550,353623,2009-02-03
804550,353846,2009-02-04
804550,352833,2009-01-29
804550,487800,2012-09-29
804550,365285,2009-04-09
804550,336904,2008-11-13
804550,366307,2009-04-16
804550,363791,2009-03-31
804550,332457,2008-10-23
804550,331719,2008-10-20
804550,399771,2009-11-17
804550,377884,2009-06-20
804550,372909,2009-05-19
804550,380846,2009-07-09
804550,315214,2008-07-23
804550,381990,2009-07-19
804550,421480,2010-04-24
804550,355103,2009-02-10
804550,359391,2009-03-06
804550,354476,2009-02-07
804550,463122,2011-08-26
804550,354751,2009-02-09
804550,388345,2009-09-01
804550,351977,2009-01-26
804550,363746,2009-03-31
804550,375087,2009-05-31
804550,375504,2009-06-02
804550,329008,2008-10-05
804550,365295,2009-04-09
804550,350240,2009-01-16
804550,483959,2012-07-21
804550,328430,2008-10-01
35635,39234,2002-09-03
296809,170498,2006-05-30
34879,8131,2000-03-13
305531,177148,2006-07-12
2312,8827,2001-04-27
296809,235161,2007-06-16
30861,27815,2002-05-08
627537,284024,2008-02-03
457690,219479,2007-03-28
37449,460069,2011-07-08
226066,128735,2005-07-05
35996,28355,2002-05-13
113535,132277,2005-08-04
305531,275996,2008-01-03
59473,59472,2003-04-14
211184,181386,2006-08-11
96177,449621,2011-02-26
300755,234155,2007-06-11
125356,223979,2007-04-22
520644,419990,2010-04-12
196799,112853,2005-03-07
855635,308031,2008-06-06
157306,98719,2004-08-27
5060,392262,2009-09-28
447487,458360,2011-06-08
983634,411275,2010-02-01
327115,298638,2008-04-16
285000,199199,2006-12-04
324390,192217,2006-10-24
157425,135164,2005-08-29
135470,523276,2015-08-22
841163,344260,2008-12-19
1655632,469645,2011-12-10
841163,309247,2008-06-13
724631,352439,2009-01-27
333017,369262,2009-05-04
865936,437642,2010-09-18
440869,222079,2007-04-11
68960,268557,2007-11-28
598634,441180,2010-11-04
610488,358585,2009-03-02
527607,258990,2007-10-14
223979,178883,2006-07-24
83093,244296,2007-08-03
161745,102398,2004-10-20
324390,301317,2008-04-29
464080,363962,2009-04-01
124416,260665,2007-10-22
135470,532656,2017-07-11
47892,236835,2007-06-25
29063,234856,2007-06-14
84038,131170,2005-07-25
283251,253194,2007-09-15
52282,114599,2005-03-29
52282,115831,2005-04-08
335718,227248,2007-05-10
300888,163591,2006-04-10
102058,271185,2007-12-12
91846,71702,2003-09-26
1534,1712,1999-10-01
3288,65041,2003-06-19
465056,267905,2007-11-26
311003,277764,2008-01-09
92700,72562,2003-10-03
1533,23423,2002-03-28
4470,38374,2002-08-26
67899,85142,2004-02-26
82737,142269,2005-10-23
327115,323029,2008-09-04
27643,31538,2002-06-20
613777,266994,2007-11-20
365653,262569,2007-10-31
283251,255734,2007-09-26
277247,195031,2006-11-10
427189,263891,2007-11-07
3288,139407,2005-09-28
134663,157255,2006-02-23
4470,103406,2004-11-04
25792,67203,2003-07-23
482933,277615,2008-01-08
1468267,470907,2011-12-30
233492,170494,2006-05-30
5060,124174,2005-05-31
60992,285725,2008-02-11
283251,252621,2007-09-12
283251,252234,2007-09-11
36919,81357,2004-01-17
374520,256116,2007-09-29
141293,194290,2006-11-06
36919,78296,2003-12-08
166642,206008,2007-01-17
51437,39982,2002-09-10
30534,20088,2002-02-19
628624,299091,2008-04-17
15892,193830,2006-11-04
556387,246568,2007-08-14
169430,195903,2006-11-17
542159,392927,2009-10-04
80353,59334,2003-04-12
730126,330611,2008-10-14
3288,31146,2002-06-13
358867,196812,2006-11-20
68460,76433,2003-11-14
17803,28507,2002-05-15
124614,102749,2004-10-27
37449,117886,2005-04-18
30209,43345,2002-10-16
131674,260211,2007-10-19
